# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: HUAWEI Model: VKY-TL00
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,505749610,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,1,0.0,16431,39001930643478,8,41.27898406982422,-451.5416638196491,0.0421657193458794,4,-4521.318943339124,3.4028234663852886E38,,,,,0,,1,,
Raw,505749611,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,3,0.0,16431,39001919771960,10,39.14106750488281,-824.5441238176122,0.05504079998480735,4,-9071.51435994538,3.4028234663852886E38,,,,,0,,1,,
Raw,505749612,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,8,0.0,16431,39001928629637,8,40.93135452270508,359.5285061309744,0.04344711486764288,4,3580.2952778422627,3.4028234663852886E38,,,,,0,,1,,
Raw,505749613,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,10,0.0,16,3059798,1000000000,7.5616302490234375,481.24674003895234,2.99792458E8,4,3354.8454290099353,3.4028234663852886E38,,,,,1,,1,,
Raw,505749614,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,11,0.0,16431,39001932616983,12,37.38987350463867,-304.8876822458874,0.06525413729188576,4,-3365.0228745507147,3.4028234663852886E38,,,,,0,,1,,
Raw,505749614,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,14,0.0,16431,39001921217956,60,23.830917358398438,-578.6951633991457,0.3002613495676705,4,-6375.508720997338,3.4028234663852886E38,,,,,0,,1,,
Raw,505749615,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,18,0.0,16431,39001934009346,9,40.066871643066406,-118.06916161790673,0.048799029927999726,4,-1189.4438460089239,3.4028234663852886E38,,,,,0,,1,,
Raw,505749615,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,22,0.0,16431,39001925312638,12,37.615230560302734,-650.4927209907937,0.06232711911746408,4,-7160.206548582071,3.4028234663852886E38,,,,,0,,1,,
Raw,505749616,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,27,0.0,16431,39001921017473,62,22.429340362548828,599.6992270453711,4.200182949353145,4,5979.579641732105,3.4028234663852886E38,,,,,0,,1,,
Raw,505749616,13093000000,,,-1222339788907024854,0.0,19.028245590685692,,,0,28,0.0,16431,39001924782674,21,32.83700942993164,-216.529339741208,0.1072446764724393,4,-1736.172068755951,3.4028234663852886E38,,,,,0,,1,,
