ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
8900,8900000000,18,,668080,0.0,,-83.459,,,20,,1,,,15,,,,,,,,,,,,,,
8900,8900000000,18,,668080,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
8900,8900000000,18,,668080,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
8900,8900000000,18,,668080,0.0,,-83.459,,,32,,1,,,15,,,,,,,,,,,,,,
9000,9000000000,18,,668072,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9000,9000000000,18,,668072,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9000,9000000000,18,,668072,0.0,,-83.459,,,20,,1,,,15,,,,,,,,,,,,,,
9000,9000000000,18,,668072,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9000,9000000000,18,,668072,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
9000,9000000000,18,,668072,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9000,9000000000,18,,668072,0.0,,-83.459,,,32,,1,,,15,,,,,,,,,,,,,,
9200,9200000000,18,,668055,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9200,9200000000,18,,668055,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9200,9200000000,18,,668055,0.0,,-83.459,,,20,,1,,,14,,,,,,,,,,,,,,
9200,9200000000,18,,668055,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9200,9200000000,18,,668055,0.0,,-83.459,,,25,,1,,,13,,,,,,,,,,,,,,
9200,9200000000,18,,668055,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9200,9200000000,18,,668055,0.0,,-83.459,,,32,,1,,,15,,,,,,,,,,,,,,
9300,9300000000,18,,668047,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9300,9300000000,18,,668047,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9300,9300000000,18,,668047,0.0,,-83.459,,,20,,1,,,14,,,,,,,,,,,,,,
9300,9300000000,18,,668047,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9300,9300000000,18,,668047,0.0,,-83.459,,,25,,1,,,13,,,,,,,,,,,,,,
9300,9300000000,18,,668047,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9300,9300000000,18,,668047,0.0,,-83.459,,,32,,1,,,15,,,,,,,,,,,,,,
9400,9400000000,18,,668038,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9400,9400000000,18,,668038,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9400,9400000000,18,,668038,0.0,,-83.459,,,20,,1,,,14,,,,,,,,,,,,,,
9400,9400000000,18,,668038,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9400,9400000000,18,,668038,0.0,,-83.459,,,25,,1,,,13,,,,,,,,,,,,,,
9400,9400000000,18,,668038,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9400,9400000000,18,,668038,0.0,,-83.459,,,32,,1,,,15,,,,,,,,,,,,,,
9500,9500000000,18,,668030,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9500,9500000000,18,,668030,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9500,9500000000,18,,668030,0.0,,-83.459,,,20,,1,,,14,,,,,,,,,,,,,,
9500,9500000000,18,,668030,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9500,9500000000,18,,668030,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
9500,9500000000,18,,668030,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9500,9500000000,18,,668030,0.0,,-83.459,,,32,,1,,,15,,,,,,,,,,,,,,
9600,9600000000,18,,668022,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9600,9600000000,18,,668022,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9600,9600000000,18,,668022,0.0,,-83.459,,,20,,1,,,14,,,,,,,,,,,,,,
9600,9600000000,18,,668022,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9600,9600000000,18,,668022,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
9600,9600000000,18,,668022,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9700,9700000000,18,,668013,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9700,9700000000,18,,668013,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9700,9700000000,18,,668013,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9700,9700000000,18,,668013,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
9700,9700000000,18,,668013,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9800,9800000000,18,,668005,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9800,9800000000,18,,668005,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9800,9800000000,18,,668005,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9800,9800000000,18,,668005,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
9800,9800000000,18,,668005,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
9900,9900000000,18,,667997,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
9900,9900000000,18,,667997,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
9900,9900000000,18,,667997,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
9900,9900000000,18,,667997,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
9900,9900000000,18,,667997,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10000,10000000000,18,,667988,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10000,10000000000,18,,667988,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10000,10000000000,18,,667988,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10000,10000000000,18,,667988,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
10000,10000000000,18,,667988,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10100,10100000000,18,,667980,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10100,10100000000,18,,667980,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10100,10100000000,18,,667980,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10100,10100000000,18,,667980,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
10100,10100000000,18,,667980,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10200,10200000000,18,,667972,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10200,10200000000,18,,667972,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10200,10200000000,18,,667972,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10200,10200000000,18,,667972,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
10200,10200000000,18,,667972,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10300,10300000000,18,,667963,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10300,10300000000,18,,667963,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10300,10300000000,18,,667963,0.0,,-83.459,,,20,,1,,,18,,,,,,,,,,,,,,
10300,10300000000,18,,667963,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10300,10300000000,18,,667963,0.0,,-83.459,,,25,,1,,,14,,,,,,,,,,,,,,
10300,10300000000,18,,667963,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10400,10400000000,18,,667955,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10400,10400000000,18,,667955,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10400,10400000000,18,,667955,0.0,,-83.459,,,20,,1,,,17,,,,,,,,,,,,,,
10400,10400000000,18,,667955,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10400,10400000000,18,,667955,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
10400,10400000000,18,,667955,0.0,,-83.459,,,31,,1,,,16,,,,,,,,,,,,,,
10500,10500000000,18,,667947,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10500,10500000000,18,,667947,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10500,10500000000,18,,667947,0.0,,-83.459,,,20,,1,,,17,,,,,,,,,,,,,,
10500,10500000000,18,,667947,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10500,10500000000,18,,667947,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
10500,10500000000,18,,667947,0.0,,-83.459,,,31,,1,,,16,,,,,,,,,,,,,,
10500,10500000000,18,,667947,0.0,,-83.459,,,32,,1,,,17,,,,,,,,,,,,,,
10600,10600000000,18,,667938,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10600,10600000000,18,,667938,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10600,10600000000,18,,667938,0.0,,-83.459,,,20,,1,,,17,,,,,,,,,,,,,,
10600,10600000000,18,,667938,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10600,10600000000,18,,667938,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
10600,10600000000,18,,667938,0.0,,-83.459,,,31,,1,,,16,,,,,,,,,,,,,,
10600,10600000000,18,,667938,0.0,,-83.459,,,32,,1,,,16,,,,,,,,,,,,,,
10700,10700000000,18,,667930,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10700,10700000000,18,,667930,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10700,10700000000,18,,667930,0.0,,-83.459,,,20,,1,,,17,,,,,,,,,,,,,,
10700,10700000000,18,,667930,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10700,10700000000,18,,667930,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
10700,10700000000,18,,667930,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10700,10700000000,18,,667930,0.0,,-83.459,,,32,,1,,,16,,,,,,,,,,,,,,
10800,10800000000,18,,667922,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10800,10800000000,18,,667922,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10800,10800000000,18,,667922,0.0,,-83.459,,,20,,1,,,16,,,,,,,,,,,,,,
10800,10800000000,18,,667922,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10800,10800000000,18,,667922,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
10800,10800000000,18,,667922,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10800,10800000000,18,,667922,0.0,,-83.459,,,32,,1,,,16,,,,,,,,,,,,,,
10900,10900000000,18,,667913,0.0,,-83.459,,,10,,1,,,15,,,,,,,,,,,,,,
10900,10900000000,18,,667913,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
10900,10900000000,18,,667913,0.0,,-83.459,,,20,,1,,,16,,,,,,,,,,,,,,
10900,10900000000,18,,667913,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
10900,10900000000,18,,667913,0.0,,-83.459,,,25,,1,,,15,,,,,,,,,,,,,,
10900,10900000000,18,,667913,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
10900,10900000000,18,,667913,0.0,,-83.459,,,32,,1,,,16,,,,,,,,,,,,,,
11000,11000000000,18,,667905,0.0,,-83.459,,,10,,1,,,16,,,,,,,,,,,,,,
11000,11000000000,18,,667905,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
11000,11000000000,18,,667905,0.0,,-83.459,,,14,,1,,,18,,,,,,,,,,,,,,
11000,11000000000,18,,667905,0.0,,-83.459,,,20,,1,,,16,,,,,,,,,,,,,,
11000,11000000000,18,,667905,0.0,,-83.459,,,22,,1,,,17,,,,,,,,,,,,,,
11000,11000000000,18,,667905,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
11000,11000000000,18,,667905,0.0,,-83.459,,,32,,1,,,16,,,,,,,,,,,,,,
11100,11100000000,18,,667897,0.0,,-83.459,,,10,,1,,,16,,,,,,,,,,,,,,
11100,11100000000,18,,667897,0.0,,-83.459,,,12,,1,,,26,,,,,,,,,,,,,,
11100,11100000000,18,,667897,0.0,,-83.459,,,14,,1,,,18,,,,,,,,,,,,,,
11100,11100000000,18,,667897,0.0,,-83.459,,,20,,1,,,16,,,,,,,,,,,,,,
11100,11100000000,18,,667897,0.0,,-83.459,,,22,,1,,,16,,,,,,,,,,,,,,
11100,11100000000,18,,667897,0.0,,-83.459,,,31,,1,,,15,,,,,,,,,,,,,,
11100,11100000000,18,,667897,0.0,,-83.459,,,32,,1,,,16,,,,,,,,,,,,,,
11200,11200000000,18,,668825,0.0,,-82.630,,,10,,1,,,16,,,,,,,,,,,,,,
11200,11200000000,18,,668825,0.0,,-82.630,,,12,,1,,,26,,,,,,,,,,,,,,
11200,11200000000,18,,668825,0.0,,-82.630,,,14,,1,,,18,,,,,,,,,,,,,,
11200,11200000000,18,,668825,0.0,,-82.630,,,20,,1,,,16,,,,,,,,,,,,,,
11200,11200000000,18,,668825,0.0,,-82.630,,,22,,1,,,16,,,,,,,,,,,,,,
11200,11200000000,18,,668825,0.0,,-82.630,,,31,,1,,,15,,,,,,,,,,,,,,
11200,11200000000,18,,668825,0.0,,-82.630,,,32,,1,,,16,,,,,,,,,,,,,,
11300,11300000000,18,,669156,0.0,,-81.671,,,10,,1,,,16,,,,,,,,,,,,,,
11300,11300000000,18,,669156,0.0,,-81.671,,,12,,1,,,26,,,,,,,,,,,,,,
11300,11300000000,18,,669156,0.0,,-81.671,,,14,,1,,,18,,,,,,,,,,,,,,
11300,11300000000,18,,669156,0.0,,-81.671,,,20,,1,,,16,,,,,,,,,,,,,,
11300,11300000000,18,,669156,0.0,,-81.671,,,22,,1,,,16,,,,,,,,,,,,,,
11300,11300000000,18,,669156,0.0,,-81.671,,,31,,1,,,15,,,,,,,,,,,,,,
11300,11300000000,18,,669156,0.0,,-81.671,,,32,,1,,,16,,,,,,,,,,,,,,
11400,11400000000,18,,669323,0.0,,-80.848,,,10,,1,,,16,,,,,,,,,,,,,,
11400,11400000000,18,,669323,0.0,,-80.848,,,12,,1,,,26,,,,,,,,,,,,,,
11400,11400000000,18,,669323,0.0,,-80.848,,,14,,1,,,18,,,,,,,,,,,,,,
11400,11400000000,18,,669323,0.0,,-80.848,,,20,,1,,,15,,,,,,,,,,,,,,
11400,11400000000,18,,669323,0.0,,-80.848,,,22,,1,,,16,,,,,,,,,,,,,,
11400,11400000000,18,,669323,0.0,,-80.848,,,31,,1,,,15,,,,,,,,,,,,,,
11400,11400000000,18,,669323,0.0,,-80.848,,,32,,1,,,16,,,,,,,,,,,,,,
11500,11500000000,18,,669425,0.0,,-80.604,,,10,,1,,,16,,,,,,,,,,,,,,
11500,11500000000,18,,669425,0.0,,-80.604,,,12,,1,,,26,,,,,,,,,,,,,,
11500,11500000000,18,,669425,0.0,,-80.604,,,14,,1,,,17,,,,,,,,,,,,,,
11500,11500000000,18,,669425,0.0,,-80.604,,,20,,1,,,15,,,,,,,,,,,,,,
11500,11500000000,18,,669425,0.0,,-80.604,,,22,,1,,,15,,,,,,,,,,,,,,
11500,11500000000,18,,669425,0.0,,-80.604,,,31,,1,,,15,,,,,,,,,,,,,,
11500,11500000000,18,,669425,0.0,,-80.604,,,32,,1,,,16,,,,,,,,,,,,,,
11600,11600000000,18,,669493,0.0,,-80.471,,,10,,1,,,16,,,,,,,,,,,,,,
11600,11600000000,18,,669493,0.0,,-80.471,,,12,,1,,,26,,,,,,,,,,,,,,
11600,11600000000,18,,669493,0.0,,-80.471,,,14,,1,,,17,,,,,,,,,,,,,,
11600,11600000000,18,,669493,0.0,,-80.471,,,20,,1,,,15,,,,,,,,,,,,,,
11600,11600000000,18,,669493,0.0,,-80.471,,,22,,1,,,15,,,,,,,,,,,,,,
11600,11600000000,18,,669493,0.0,,-80.471,,,31,,1,,,15,,,,,,,,,,,,,,
11600,11600000000,18,,669493,0.0,,-80.471,,,32,,1,,,16,,,,,,,,,,,,,,
11700,11700000000,18,,669542,0.0,,-80.463,,,10,,1,,,16,,,,,,,,,,,,,,
11700,11700000000,18,,669542,0.0,,-80.463,,,12,,1,,,26,,,,,,,,,,,,,,
11700,11700000000,18,,669542,0.0,,-80.463,,,14,,1,,,17,,,,,,,,,,,,,,
11700,11700000000,18,,669542,0.0,,-80.463,,,20,,1,,,15,,,,,,,,,,,,,,
11700,11700000000,18,,669542,0.0,,-80.463,,,22,,1,,,15,,,,,,,,,,,,,,
11700,11700000000,18,,669542,0.0,,-80.463,,,31,,1,,,15,,,,,,,,,,,,,,
11700,11700000000,18,,669542,0.0,,-80.463,,,32,,1,,,16,,,,,,,,,,,,,,
11800,11800000000,18,,669577,0.0,,-80.420,,,10,,1,,,16,,,,,,,,,,,,,,
11800,11800000000,18,,669577,0.0,,-80.420,,,12,,1,,,26,,,,,,,,,,,,,,
11800,11800000000,18,,669577,0.0,,-80.420,,,14,,1,,,17,,,,,,,,,,,,,,
11800,11800000000,18,,669577,0.0,,-80.420,,,20,,1,,,15,,,,,,,,,,,,,,
11800,11800000000,18,,669577,0.0,,-80.420,,,22,,1,,,15,,,,,,,,,,,,,,
11800,11800000000,18,,669577,0.0,,-80.420,,,31,,1,,,14,,,,,,,,,,,,,,
11800,11800000000,18,,669577,0.0,,-80.420,,,32,,1,,,16,,,,,,,,,,,,,,
11900,11900000000,18,,669604,0.0,,-80.439,,,10,,1,,,16,,,,,,,,,,,,,,
11900,11900000000,18,,669604,0.0,,-80.439,,,12,,1,,,26,,,,,,,,,,,,,,
11900,11900000000,18,,669604,0.0,,-80.439,,,14,,1,,,17,,,,,,,,,,,,,,
11900,11900000000,18,,669604,0.0,,-80.439,,,20,,1,,,15,,,,,,,,,,,,,,
11900,11900000000,18,,669604,0.0,,-80.439,,,22,,1,,,15,,,,,,,,,,,,,,
11900,11900000000,18,,669604,0.0,,-80.439,,,31,,1,,,14,,,,,,,,,,,,,,
11900,11900000000,18,,669604,0.0,,-80.439,,,32,,1,,,16,,,,,,,,,,,,,,
