# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: HUAWEI Model: VKY-TL00
# 
# ElapsedRealtimeMillis,UtcTimeMillis,Svid,Cn0DbHz,angleZ,angleX,angleY
# 
282253866,1222628389999,12,32.232933044433594,-20.58681,-80.874306,99.637535
282253867,1222628389999,11,35.279930114746094,-20.58681,-80.874306,99.637535
282253867,1222628389999,1,29.303003311157227,-20.58681,-80.874306,99.637535
282253868,1222628389999,17,26.274452209472656,-20.58681,-80.874306,99.637535
282253868,1222628389999,8,38.61719512939453,-20.58681,-80.874306,99.637535
282254830,1222628390999,2,31.357818603515625,-20.812178,-83.38547,95.325745
282254831,1222628390999,5,37.885887145996094,-20.812178,-83.38547,95.325745
282254831,1222628390999,7,36.25163269042969,-20.812178,-83.38547,95.325745
282254831,1222628390999,9,13.333744049072266,-20.812178,-83.38547,95.325745
282254831,1222628390999,13,38.55244827270508,-20.812178,-83.38547,95.325745
282254832,1222628390999,15,20.57037353515625,-20.812178,-83.38547,95.325745
282254832,1222628390999,21,12.187942504882812,-20.812178,-83.38547,95.325745
282254832,1222628390999,27,7.0,-20.812178,-83.38547,95.325745
282254833,1222628390999,28,32.225643157958984,-20.812178,-83.38547,95.325745
282254833,1222628390999,30,36.39840316772461,-20.812178,-83.38547,95.325745
282254834,1222628390999,2,29.429506301879883,-20.812178,-83.38547,95.325745
282254834,1222628390999,18,24.142322540283203,-20.812178,-83.38547,95.325745
282254834,1222628390999,12,35.291622161865234,-20.812178,-83.38547,95.325745
282254834,1222628390999,11,33.22801971435547,-20.812178,-83.38547,95.325745
282254835,1222628390999,1,30.177770614624023,-20.812178,-83.38547,95.325745
282254835,1222628390999,17,27.00217056274414,-20.812178,-83.38547,95.325745
282254835,1222628390999,8,38.64704132080078,-20.812178,-83.38547,95.325745
282255833,1222628391999,2,29.07391357421875,-11.76413,-82.96023,105.8192
282255833,1222628391999,5,38.24312973022461,-11.76413,-82.96023,105.8192
282255834,1222628391999,7,35.172611236572266,-11.76413,-82.96023,105.8192
282255834,1222628391999,9,12.47353744506836,-11.76413,-82.96023,105.8192
282255834,1222628391999,13,38.664791107177734,-11.76413,-82.96023,105.8192
282255834,1222628391999,15,18.67119026184082,-11.76413,-82.96023,105.8192
282255834,1222628391999,21,12.374641418457031,-11.76413,-82.96023,105.8192
282255835,1222628391999,27,8.018665313720703,-11.76413,-82.96023,105.8192
282255835,1222628391999,28,34.15751647949219,-11.76413,-82.96023,105.8192
282255835,1222628391999,30,35.88691711425781,-11.76413,-82.96023,105.8192
282255835,1222628391999,2,30.110471725463867,-11.76413,-82.96023,105.8192
282255835,1222628391999,18,23.5998592376709,-11.76413,-82.96023,105.8192
282255835,1222628391999,12,35.798892974853516,-11.76413,-82.96023,105.8192
282255836,1222628391999,11,33.25739669799805,-11.76413,-82.96023,105.8192
282255836,1222628391999,1,30.392532348632812,-11.76413,-82.96023,105.8192
282255836,1222628391999,17,27.303096771240234,-11.76413,-82.96023,105.8192
282255836,1222628391999,8,38.885528564453125,-11.76413,-82.96023,105.8192
282256856,1222628392999,2,30.32346534729004,-23.48899,-84.50125,90.0
282256857,1222628392999,5,36.79512405395508,-23.48899,-84.50125,90.0
282256857,1222628392999,7,36.60692596435547,-23.48899,-84.50125,90.0
282256858,1222628392999,9,11.613313674926758,-23.48899,-84.50125,90.0
282256858,1222628392999,13,38.97996139526367,-23.48899,-84.50125,90.0
282256858,1222628392999,15,20.095111846923828,-23.48899,-84.50125,90.0
282256859,1222628392999,21,13.864171981811523,-23.48899,-84.50125,90.0
282256859,1222628392999,27,7.158435821533203,-23.48899,-84.50125,90.0
282256859,1222628392999,28,34.36623764038086,-23.48899,-84.50125,90.0
282256859,1222628392999,30,36.29755401611328,-23.48899,-84.50125,90.0
282256860,1222628392999,2,29.653188705444336,-23.48899,-84.50125,90.0
282256860,1222628392999,18,24.388450622558594,-23.48899,-84.50125,90.0
282256860,1222628392999,12,36.9986686706543,-23.48899,-84.50125,90.0
282256860,1222628392999,11,34.41164016723633,-23.48899,-84.50125,90.0
282256861,1222628392999,1,29.818178176879883,-23.48899,-84.50125,90.0
282256861,1222628392999,17,26.383878707885742,-23.48899,-84.50125,90.0
282256861,1222628392999,8,38.89668273925781,-23.48899,-84.50125,90.0
282257847,1222628393999,2,32.1539306640625,-15.615774,-80.67102,100.70401
282257847,1222628393999,5,36.618736267089844,-15.615774,-80.67102,100.70401
282257848,1222628393999,7,37.99220657348633,-15.615774,-80.67102,100.70401
282257848,1222628393999,9,10.964792251586914,-15.615774,-80.67102,100.70401
282257848,1222628393999,13,39.75223922729492,-15.615774,-80.67102,100.70401
282257848,1222628393999,15,20.07273292541504,-15.615774,-80.67102,100.70401
282257849,1222628393999,21,19.35558319091797,-15.615774,-80.67102,100.70401
282257849,1222628393999,27,7.0,-15.615774,-80.67102,100.70401
282257849,1222628393999,28,33.679473876953125,-15.615774,-80.67102,100.70401
282257849,1222628393999,30,37.08552932739258,-15.615774,-80.67102,100.70401
282257850,1222628393999,2,29.14606285095215,-15.615774,-80.67102,100.70401
282257850,1222628393999,18,23.48415184020996,-15.615774,-80.67102,100.70401
282257850,1222628393999,12,36.173683166503906,-15.615774,-80.67102,100.70401
282257850,1222628393999,11,35.441349029541016,-15.615774,-80.67102,100.70401
282257851,1222628393999,1,29.262405395507812,-15.615774,-80.67102,100.70401
282257851,1222628393999,17,25.94838523864746,-15.615774,-80.67102,100.70401
282257852,1222628393999,8,39.089454650878906,-15.615774,-80.67102,100.70401
282258868,1222628394999,2,32.16560745239258,-22.621788,-84.37071,91.71835
282258869,1222628394999,5,36.333919525146484,-22.621788,-84.37071,91.71835
282258869,1222628394999,7,37.75392150878906,-22.621788,-84.37071,91.71835
282258870,1222628394999,9,10.448570251464844,-22.621788,-84.37071,91.71835
282258870,1222628394999,13,39.790985107421875,-22.621788,-84.37071,91.71835
282258870,1222628394999,15,20.8964786529541,-22.621788,-84.37071,91.71835
282258870,1222628394999,21,19.818801879882812,-22.621788,-84.37071,91.71835
282258870,1222628394999,27,7.0,-22.621788,-84.37071,91.71835
282258870,1222628394999,28,33.338321685791016,-22.621788,-84.37071,91.71835
282258871,1222628394999,30,36.7586784362793,-22.621788,-84.37071,91.71835
282258871,1222628394999,2,29.199827194213867,-22.621788,-84.37071,91.71835
282258871,1222628394999,18,24.339874267578125,-22.621788,-84.37071,91.71835
282258871,1222628394999,12,36.76359558105469,-22.621788,-84.37071,91.71835
282258871,1222628394999,11,35.49827194213867,-22.621788,-84.37071,91.71835
282258871,1222628394999,1,28.674291610717773,-22.621788,-84.37071,91.71835
282258872,1222628394999,17,26.40877914428711,-22.621788,-84.37071,91.71835
282258872,1222628394999,8,39.254119873046875,-22.621788,-84.37071,91.71835
282259857,1222628395999,2,30.763776779174805,-18.431133,-83.23427,94.76364
282259858,1222628395999,5,37.020851135253906,-18.431133,-83.23427,94.76364
282259859,1222628395999,7,37.08759307861328,-18.431133,-83.23427,94.76364
282259859,1222628395999,9,9.588333129882812,-18.431133,-83.23427,94.76364
282259859,1222628395999,13,39.242835998535156,-18.431133,-83.23427,94.76364
282259859,1222628395999,15,20.40580177307129,-18.431133,-83.23427,94.76364
282259859,1222628395999,21,19.201473236083984,-18.431133,-83.23427,94.76364
282259860,1222628395999,27,7.0,-18.431133,-83.23427,94.76364
282259860,1222628395999,28,33.529449462890625,-18.431133,-83.23427,94.76364
282259860,1222628395999,30,36.05210876464844,-18.431133,-83.23427,94.76364
282259860,1222628395999,2,29.501232147216797,-18.431133,-83.23427,94.76364
282259860,1222628395999,18,24.854236602783203,-18.431133,-83.23427,94.76364
282259861,1222628395999,12,36.53653335571289,-18.431133,-83.23427,94.76364
282259861,1222628395999,11,34.80495834350586,-18.431133,-83.23427,94.76364
282259861,1222628395999,1,29.027484893798828,-18.431133,-83.23427,94.76364
282259861,1222628395999,17,27.348880767822266,-18.431133,-83.23427,94.76364
282259861,1222628395999,8,39.19638442993164,-18.431133,-83.23427,94.76364
282260855,1222628396999,2,31.757450103759766,-0.094442785,-81.43099,117.06472
282260855,1222628396999,5,36.518165588378906,-0.094442785,-81.43099,117.06472
282260855,1222628396999,7,37.947509765625,-0.094442785,-81.43099,117.06472
282260856,1222628396999,9,8.999908447265625,-0.094442785,-81.43099,117.06472
282260856,1222628396999,13,39.31594467163086,-0.094442785,-81.43099,117.06472
282260857,1222628396999,15,19.197509765625,-0.094442785,-81.43099,117.06472
282260858,1222628396999,21,19.818904876708984,-0.094442785,-81.43099,117.06472
282260858,1222628396999,27,7.0,-0.094442785,-81.43099,117.06472
282260858,1222628396999,28,32.09598922729492,-0.094442785,-81.43099,117.06472
282260859,1222628396999,30,36.280677795410156,-0.094442785,-81.43099,117.06472
282260859,1222628396999,2,28.755069732666016,-0.094442785,-81.43099,117.06472
282260859,1222628396999,18,25.107830047607422,-0.094442785,-81.43099,117.06472
282260859,1222628396999,12,36.27033996582031,-0.094442785,-81.43099,117.06472
282260859,1222628396999,11,35.1417236328125,-0.094442785,-81.43099,117.06472
282260860,1222628396999,1,28.570924758911133,-0.094442785,-81.43099,117.06472
282260860,1222628396999,17,28.168373107910156,-0.094442785,-81.43099,117.06472
282260860,1222628396999,8,39.333492279052734,-0.094442785,-81.43099,117.06472
282261856,1222628397999,2,32.13357925415039,-8.848102,-83.04128,105.945404
282261857,1222628397999,5,36.5984992980957,-8.848102,-83.04128,105.945404
282261857,1222628397999,7,37.97210693359375,-8.848102,-83.04128,105.945404
282261858,1222628397999,9,8.139724731445312,-8.848102,-83.04128,105.945404
282261858,1222628397999,13,39.061180114746094,-8.848102,-83.04128,105.945404
282261858,1222628397999,15,20.52584457397461,-8.848102,-83.04128,105.945404
282261858,1222628397999,21,19.3581600189209,-8.848102,-83.04128,105.945404
282261858,1222628397999,27,7.0,-8.848102,-83.04128,105.945404
282261859,1222628397999,28,31.92873764038086,-8.848102,-83.04128,105.945404
282261859,1222628397999,30,36.542884826660156,-8.848102,-83.04128,105.945404
282261859,1222628397999,2,29.280336380004883,-8.848102,-83.04128,105.945404
282261859,1222628397999,18,25.458961486816406,-8.848102,-83.04128,105.945404
282261859,1222628397999,12,36.14472198486328,-8.848102,-83.04128,105.945404
282261859,1222628397999,11,35.14616775512695,-8.848102,-83.04128,105.945404
282261860,1222628397999,1,28.56778335571289,-8.848102,-83.04128,105.945404
282261860,1222628397999,17,27.698440551757812,-8.848102,-83.04128,105.945404
282261860,1222628397999,8,39.16718292236328,-8.848102,-83.04128,105.945404
282262855,1222628398999,2,31.746171951293945,-23.493574,-84.35819,93.46823
282262855,1222628398999,5,37.477691650390625,-23.493574,-84.35819,93.46823
282262855,1222628398999,7,37.29231643676758,-23.493574,-84.35819,93.46823
282262856,1222628398999,9,7.361835479736328,-23.493574,-84.35819,93.46823
282262856,1222628398999,13,38.72112274169922,-23.493574,-84.35819,93.46823
282262856,1222628398999,15,20.104450225830078,-23.493574,-84.35819,93.46823
282262856,1222628398999,21,19.352519989013672,-23.493574,-84.35819,93.46823
282262856,1222628398999,27,7.0,-23.493574,-84.35819,93.46823
282262856,1222628398999,28,32.5042839050293,-23.493574,-84.35819,93.46823
282262857,1222628398999,30,35.87787628173828,-23.493574,-84.35819,93.46823
282262857,1222628398999,2,30.146047592163086,-23.493574,-84.35819,93.46823
282262857,1222628398999,18,25.24671173095703,-23.493574,-84.35819,93.46823
282262857,1222628398999,12,35.212162017822266,-23.493574,-84.35819,93.46823
282262857,1222628398999,11,34.98970031738281,-23.493574,-84.35819,93.46823
282262858,1222628398999,1,28.33211326599121,-23.493574,-84.35819,93.46823
282262858,1222628398999,17,27.814191818237305,-23.493574,-84.35819,93.46823
282262858,1222628398999,8,38.98711395263672,-23.493574,-84.35819,93.46823
282263881,1222628399999,2,31.705562591552734,26.933352,-84.267654,136.97495
282263882,1222628399999,5,38.035789489746094,26.933352,-84.267654,136.97495
282263882,1222628399999,7,37.18190002441406,26.933352,-84.267654,136.97495
282263883,1222628399999,9,7.0,26.933352,-84.267654,136.97495
282263884,1222628399999,13,38.65483093261719,26.933352,-84.267654,136.97495
282263884,1222628399999,15,19.93407440185547,26.933352,-84.267654,136.97495
282263884,1222628399999,21,18.422725677490234,26.933352,-84.267654,136.97495
282263884,1222628399999,27,7.0,26.933352,-84.267654,136.97495
282263885,1222628399999,28,32.39242172241211,26.933352,-84.267654,136.97495
282263885,1222628399999,30,36.13859558105469,26.933352,-84.267654,136.97495
282263885,1222628399999,2,30.060312271118164,26.933352,-84.267654,136.97495
282263885,1222628399999,18,26.036123275756836,26.933352,-84.267654,136.97495
282263885,1222628399999,12,34.651737213134766,26.933352,-84.267654,136.97495
282263886,1222628399999,11,34.86753845214844,26.933352,-84.267654,136.97495
282263886,1222628399999,1,28.129486083984375,26.933352,-84.267654,136.97495
282263886,1222628399999,17,28.57305145263672,26.933352,-84.267654,136.97495
282263886,1222628399999,8,38.90972900390625,26.933352,-84.267654,136.97495
282264851,1222628400999,2,32.20735549926758,17.383232,-82.3601,126.027374
282264852,1222628400999,5,35.461299896240234,17.383232,-82.3601,126.027374
282264852,1222628400999,7,38.52635192871094,17.383232,-82.3601,126.027374
282264852,1222628400999,9,7.0,17.383232,-82.3601,126.027374
282264853,1222628400999,13,40.740535736083984,17.383232,-82.3601,126.027374
282264853,1222628400999,15,20.257139205932617,17.383232,-82.3601,126.027374
282264853,1222628400999,21,18.97315216064453,17.383232,-82.3601,126.027374
282264854,1222628400999,27,7.0,17.383232,-82.3601,126.027374
282264854,1222628400999,28,32.61746597290039,17.383232,-82.3601,126.027374
282264854,1222628400999,30,37.42603302001953,17.383232,-82.3601,126.027374
282264854,1222628400999,2,28.911779403686523,17.383232,-82.3601,126.027374
282264854,1222628400999,18,27.374828338623047,17.383232,-82.3601,126.027374
282264854,1222628400999,12,36.18620681762695,17.383232,-82.3601,126.027374
282264855,1222628400999,11,36.742801666259766,17.383232,-82.3601,126.027374
282264855,1222628400999,1,28.74103355407715,17.383232,-82.3601,126.027374
282264855,1222628400999,17,29.28015899658203,17.383232,-82.3601,126.027374
282264855,1222628400999,8,39.05827713012695,17.383232,-82.3601,126.027374
282265841,1222628401999,2,33.50749969482422,2.1477895,-87.2173,113.498566
282265841,1222628401999,5,34.14444351196289,2.1477895,-87.2173,113.498566
282265841,1222628401999,7,39.028743743896484,2.1477895,-87.2173,113.498566
282265842,1222628401999,9,8.71139144897461,2.1477895,-87.2173,113.498566
282265842,1222628401999,13,40.599063873291016,2.1477895,-87.2173,113.498566
282265842,1222628401999,15,19.35108184814453,2.1477895,-87.2173,113.498566
282265842,1222628401999,21,20.49686050415039,2.1477895,-87.2173,113.498566
282265842,1222628401999,27,7.0,2.1477895,-87.2173,113.498566
282265842,1222628401999,28,31.777509689331055,2.1477895,-87.2173,113.498566
282265842,1222628401999,30,38.438594818115234,2.1477895,-87.2173,113.498566
282265843,1222628401999,2,28.05048370361328,2.1477895,-87.2173,113.498566
282265843,1222628401999,18,26.901647567749023,2.1477895,-87.2173,113.498566
282265843,1222628401999,12,35.959815979003906,2.1477895,-87.2173,113.498566
282265843,1222628401999,11,36.90857696533203,2.1477895,-87.2173,113.498566
282265843,1222628401999,1,29.486906051635742,2.1477895,-87.2173,113.498566
282265843,1222628401999,17,28.81631088256836,2.1477895,-87.2173,113.498566
282265843,1222628401999,8,38.547794342041016,2.1477895,-87.2173,113.498566
282266855,1222628402999,2,36.017215728759766,36.950356,-82.2422,143.54527
282266855,1222628402999,5,34.889060974121094,36.950356,-82.2422,143.54527
282266855,1222628402999,7,38.23210144042969,36.950356,-82.2422,143.54527
282266855,1222628402999,9,9.092899322509766,36.950356,-82.2422,143.54527
282266856,1222628402999,13,39.72496795654297,36.950356,-82.2422,143.54527
282266856,1222628402999,15,19.172149658203125,36.950356,-82.2422,143.54527
282266856,1222628402999,21,19.93195152282715,36.950356,-82.2422,143.54527
282266856,1222628402999,27,7.0,36.950356,-82.2422,143.54527
282266856,1222628402999,28,31.972780227661133,36.950356,-82.2422,143.54527
282266856,1222628402999,30,39.60934066772461,36.950356,-82.2422,143.54527
282266856,1222628402999,2,28.705936431884766,36.950356,-82.2422,143.54527
282266857,1222628402999,18,27.654373168945312,36.950356,-82.2422,143.54527
282266857,1222628402999,12,34.58313751220703,36.950356,-82.2422,143.54527
282266857,1222628402999,11,36.4332389831543,36.950356,-82.2422,143.54527
282266858,1222628402999,1,29.640586853027344,36.950356,-82.2422,143.54527
282266859,1222628402999,17,27.999799728393555,36.950356,-82.2422,143.54527
282266859,1222628402999,8,37.566871643066406,36.950356,-82.2422,143.54527
282267864,1222628403999,2,36.18022155761719,24.59861,-84.65625,137.56377
282267865,1222628403999,5,34.9875373840332,24.59861,-84.65625,137.56377
282267865,1222628403999,7,38.27873229980469,24.59861,-84.65625,137.56377
282267865,1222628403999,9,8.232717514038086,24.59861,-84.65625,137.56377
282267865,1222628403999,13,39.60960388183594,24.59861,-84.65625,137.56377
282267865,1222628403999,15,18.64542007446289,24.59861,-84.65625,137.56377
282267866,1222628403999,21,19.76866912841797,24.59861,-84.65625,137.56377
282267866,1222628403999,27,7.0,24.59861,-84.65625,137.56377
282267866,1222628403999,28,32.50319290161133,24.59861,-84.65625,137.56377
282267866,1222628403999,30,39.577518463134766,24.59861,-84.65625,137.56377
282267866,1222628403999,2,29.32530403137207,24.59861,-84.65625,137.56377
282267866,1222628403999,18,28.83219337463379,24.59861,-84.65625,137.56377
282267866,1222628403999,12,35.0653190612793,24.59861,-84.65625,137.56377
282267867,1222628403999,11,36.632041931152344,24.59861,-84.65625,137.56377
282267867,1222628403999,1,29.636747360229492,24.59861,-84.65625,137.56377
282267867,1222628403999,17,27.357236862182617,24.59861,-84.65625,137.56377
282267867,1222628403999,8,37.085784912109375,24.59861,-84.65625,137.56377
282268856,1222628404999,2,36.415916442871094,3.933299,-81.569626,122.943245
282268856,1222628404999,5,35.288543701171875,3.933299,-81.569626,122.943245
282268856,1222628404999,7,38.09940719604492,3.933299,-81.569626,122.943245
282268857,1222628404999,9,11.3206787109375,3.933299,-81.569626,122.943245
282268857,1222628404999,13,40.56517028808594,3.933299,-81.569626,122.943245
282268857,1222628404999,15,17.32707977294922,3.933299,-81.569626,122.943245
282268857,1222628404999,21,20.129121780395508,3.933299,-81.569626,122.943245
282268857,1222628404999,27,7.0,3.933299,-81.569626,122.943245
282268857,1222628404999,28,31.462778091430664,3.933299,-81.569626,122.943245
282268857,1222628404999,30,39.38079071044922,3.933299,-81.569626,122.943245
282268858,1222628404999,2,27.62630844116211,3.933299,-81.569626,122.943245
282268858,1222628404999,18,28.21584129333496,3.933299,-81.569626,122.943245
282268858,1222628404999,12,34.44879150390625,3.933299,-81.569626,122.943245
282268858,1222628404999,11,36.81684494018555,3.933299,-81.569626,122.943245
282268858,1222628404999,1,29.392574310302734,3.933299,-81.569626,122.943245
282268858,1222628404999,17,27.466941833496094,3.933299,-81.569626,122.943245
282268858,1222628404999,8,38.10818862915039,3.933299,-81.569626,122.943245
282269837,1222628405999,2,36.58405685424805,-2.88146,-84.68765,113.594826
282269838,1222628405999,5,35.224788665771484,-2.88146,-84.68765,113.594826
282269838,1222628405999,7,37.470787048339844,-2.88146,-84.68765,113.594826
282269838,1222628405999,9,11.24992561340332,-2.88146,-84.68765,113.594826
282269838,1222628405999,13,41.754310607910156,-2.88146,-84.68765,113.594826
282269839,1222628405999,15,14.562731742858887,-2.88146,-84.68765,113.594826
282269839,1222628405999,21,19.830322265625,-2.88146,-84.68765,113.594826
282269839,1222628405999,27,7.0,-2.88146,-84.68765,113.594826
282269839,1222628405999,28,32.54319381713867,-2.88146,-84.68765,113.594826
