# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: HUAWEI Model: VKY-TL00
# 
# ElapsedRealtimeMillis,UtcTimeMillis,Svid,Cn0DbHz,angleZ,angleX,angleY
# 
282359876,1222628496000,17,24.053194046020508,82.94953,-83.43998,7.184268
282359876,1222628496000,8,37.7859001159668,82.94953,-83.43998,7.184268
282360901,1222628497000,2,37.29854965209961,155.95972,-83.65952,67.90577
282360901,1222628497000,5,34.92051696777344,155.95972,-83.65952,67.90577
282360902,1222628497000,7,22.244632720947266,155.95972,-83.65952,67.90577
282360902,1222628497000,8,7.0,155.95972,-83.65952,67.90577
282360902,1222628497000,9,10.831754684448242,155.95972,-83.65952,67.90577
282360902,1222628497000,13,31.989147186279297,155.95972,-83.65952,67.90577
282360902,1222628497000,15,23.515544891357422,155.95972,-83.65952,67.90577
282360902,1222628497000,21,11.243127822875977,155.95972,-83.65952,67.90577
282360902,1222628497000,27,8.054672241210938,155.95972,-83.65952,67.90577
282360902,1222628497000,28,34.1584587097168,155.95972,-83.65952,67.90577
282360902,1222628497000,30,35.01203918457031,155.95972,-83.65952,67.90577
282360902,1222628497000,2,31.695350646972656,155.95972,-83.65952,67.90577
282360903,1222628497000,18,27.82745361328125,155.95972,-83.65952,67.90577
282360903,1222628497000,98,7.0,155.95972,-83.65952,67.90577
282360903,1222628497000,12,35.84092712402344,155.95972,-83.65952,67.90577
282360903,1222628497000,11,39.53696060180664,155.95972,-83.65952,67.90577
282360903,1222628497000,1,33.40116882324219,155.95972,-83.65952,67.90577
282360903,1222628497000,19,10.993917465209961,155.95972,-83.65952,67.90577
282360903,1222628497000,17,21.36132049560547,155.95972,-83.65952,67.90577
282360903,1222628497000,8,34.358760833740234,155.95972,-83.65952,67.90577
282360903,1222628497000,5,7.0,155.95972,-83.65952,67.90577
282360903,1222628497000,10,10.672582626342773,155.95972,-83.65952,67.90577
282360904,1222628497000,1,7.0,155.95972,-83.65952,67.90577
282360904,1222628497000,4,28.098844528198242,155.95972,-83.65952,67.90577
282360904,1222628497000,12,26.343151092529297,155.95972,-83.65952,67.90577
282360904,1222628497000,19,27.097900390625,155.95972,-83.65952,67.90577
